verdict	leverage	occurrences	fanin	type	java_class	category	source	note
ARENA	0	0	586	OffsetReference		graph?	promoted	same domain concept with different storage backings (DBTraceOffsetReference, OffsetReferenceDB). Per OWNERSHIP_MIGRATION.md convention 3, the backing is where the object was read from, not what it is: one type, resolved as a Copy ID against a snapshot  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	OperandRepresentationList		graph?	promoted	Java declares OperandRepresentationList as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (1 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	OtherSpace		graph?	promoted	Java declares OtherSpace as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	OverlapCodeSubModel		graph?	promoted	Java declares OverlapCodeSubModel a class with one subclass (IsolatedEntrySubModel) -- inheritance for reuse, not polymorphism; port OverlapCodeSubModel as a concrete type and let IsolatedEntrySubModel embed it  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	OverlaySpaceDBAdapter		open-extension	promoted	small closed set: 2 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	Painter		graph?	promoted	Java declares Painter a type with one subclass (MyPainter) -- inheritance for reuse, not polymorphism; port Painter as a concrete type and let MyPainter embed it  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	309	ParallelInstructionLanguageHelper		graph?	promoted	one concrete Java implementer (HexagonParallelInstructionHelper) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	ParameterImpl		graph?	promoted	small closed set: 3 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	PartitionCodeSubModel		graph?	promoted	Java declares PartitionCodeSubModel as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (1 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ACCEPT	0	0	0	PasswordProvider		open-extension	family	[family:Provider] Caller/plugin supplies the implementation (byte sources, component providers, script providers). Open set.  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	PcodeDebuggerAccess		graph?	promoted	one concrete Java implementer (DefaultPcodeDebuggerAccess) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	PcodeEmitPacked		graph?	promoted	Java declares PcodeEmitPacked as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	PcodeExecutor		graph?	promoted	small closed set: 3 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	PcodeProgram		graph?	promoted	small closed set: 2 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	PluginInstaller		graph?	promoted	one concrete Java implementer (DefaultPluginInstaller) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	PluginUtils		graph?	promoted	Java declares PluginUtils as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	PluginsConfiguration		graph?	promoted	small closed set: 3 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	1251	Pointer		graph?	manual	a DataType kind, so it is a variant of the DataType enum rather than a type with its own convention -- OWNERSHIP_MIGRATION.md convention 2 names these explicitly (Structure, Union, Enum, Array, Pointer, TypeDef, ...). Inherited from DataType=ENUM.  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	20	ProgramArchitecture		graph?	promoted	inheritance chain, not alternatives: DBTraceVariableSnapProgramView extend(s) DBTraceProgramView. Java subclassing for reuse has no Rust translation -- port DBTraceProgramView as a concrete type and let the others embed it  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	ProgramArchitectureTranslator		graph?	promoted	Java declares ProgramArchitectureTranslator as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ARENA	0	0	0	ProgramChangeSet		graph?	promoted	same domain concept with different storage backings (DBTraceProgramViewChangeSet, ProgramDBChangeSet). Per OWNERSHIP_MIGRATION.md convention 3, the backing is where the object was read from, not what it is: one type, resolved as a Copy ID against a snapshot  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	ProgramCompilerSpec		graph?	promoted	Java declares ProgramCompilerSpec as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	1076	ProgramUserData		graph?	promoted	one concrete Java implementer (ProgramUserDataDB) -- an interface naming a single implementation, not a hierarchy; port it as that concrete type  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ACCEPT	0	0	0	ProgressListener		open-extension	family	[family:Listener] Caller-supplied callback -- a genuine open-ended extension point, which OWNERSHIP_MIGRATION.md explicitly carves out for `dyn`.  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ACCEPT	0	0	98	ProgressService		open-extension	family	[family:Service] Plugin-provided service interface; open set by design. `dyn` is the idiomatic Rust answer.  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ARENA	0	0	0	ProjectDataTypeManager		graph?	family	[family:Manager] Java manager singletons that own collections of domain objects -- the manager becomes the arena/store and its contents become typed Copy IDs. Consistent with the Program/Listing/DataTypeManager verdicts.  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ARENA	0	0	0	PropertyMapDB		graph?	promoted	same domain concept with different storage backings (IntPropertyMapDB, LongPropertyMapDB, ObjectPropertyMapDB, StringPropertyMapDB, UnsupportedMapDB, VoidPropertyMapDB). Per OWNERSHIP_MIGRATION.md convention 3, the backing is where the object was read from, not what it is: one type, resolved as a Copy ID against a snapshot  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ARENA	0	0	0	PrototypeManager		graph?	family	[family:Manager] Java manager singletons that own collections of domain objects -- the manager becomes the arena/store and its contents become typed Copy IDs. Consistent with the Program/Listing/DataTypeManager verdicts.  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	PseudoDisassembler		graph?	promoted	Java declares PseudoDisassembler as a class and nothing extends it -- there is no hierarchy to dispatch over, so a trait is the wrong shape (0 Rust impls notwithstanding)  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
STRUCT	0	0	0	PseudoInstruction		graph?	promoted	Java declares PseudoInstruction a class with one subclass (DecodeErrorInstruction) -- inheritance for reuse, not polymorphism; port PseudoInstruction as a concrete type and let DecodeErrorInstruction embed it  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	PtyChild		graph?	promoted	small closed set: 2 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	PtyParent		graph?	promoted	small closed set: 2 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
ENUM	0	0	0	QRunnable		graph?	promoted	small closed set: 2 Java subtypes  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
WAIT-PORT	0	0	0	RangeList		graph?	derived	Java declares RangeList as a class with no subtypes, so a concrete type is the right end state -- but RangeList is still TODO in PORT_MANIFEST.tsv, so the trait is a seam awaiting that port, not a shape defect  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]  [no longer on the frontier; decision retained]
